Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows,2.3,1799,2.7,1,784,2048,16,39.624,3,1853
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,1366x768,Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620,Windows,2.04,579,2.7,0,885,1024,6,39.624,1,1752
Asus,Rog GL753VE-DS74,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.99,1749,2.8,1,216,1024,16,43.942,6,2421
Dell,Inspiron 7579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,2.19,1299,2.7,1,885,512,12,39.624,3,1752
Toshiba,Portege Z30-C-1CV,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.2,1195,2.3,1,921,128,4,33.782,1,1716
Lenovo,IdeaPad 320-15ABR,Notebook,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,256GB SSD,AMD Radeon 530,Windows,2.2,549,3.6,1,870,256,6,39.624,1,1767
Fujitsu,LifeBook A556,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,2.3,649,2.3,1,921,256,4,39.624,1,1716
Toshiba,Tecra A40-C-1KF,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,1.75,915,2.3,0,921,500,4,35.56,1,1716
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon R5 M430,Windows,2.25,599,2.5,0,1117,500,4,39.624,1,1520
HP,Probook 450,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.04,806,2.5,0,885,1024,8,39.624,1,1752
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.5,1189,2.8,1,163,1024,8,39.624,6,2474
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445,Windows,2.36,749,2.7,0,888,1024,8,39.624,1,1749
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.6,1119,2.5,1,809,128,8,35.56,1,1828
HP,EliteBook Folio,Netbook,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,512GB SSD,Intel HD Graphics 515,Windows,0.97,1908,1.2,1,1158,512,8,31.75,4,1479
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,128GB SSD +  1TB HDD,AMD Radeon 520,Windows,2.1,499,2,1,948,1024,4,39.624,1,1689
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,128GB SSD,Intel HD Graphics 500,No OS,1.9,270.62,1.1,1,1487,128,4,39.624,1,1150
Lenovo,ThinkPad T560,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,2.3,1349,2.3,1,921,256,8,39.624,1,1716
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.68,889,2.5,1,885,256,8,33.782,3,1752
Asus,ZenBook UX310UA-FB485T,Notebook,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.4,1150,2.5,1,885,256,8,33.782,1,1752
HP,Spectre 13-V111dx,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.11,1349,2.7,1,885,256,8,33.782,2,1752
Acer,Aspire ES1-533,Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,500GB HDD,Intel HD Graphics 505,Windows,2.4,380,1.1,0,1447,500,4,39.624,1,1190
Asus,Rog GL553VE-DS74,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1799,2.8,1,216,1024,16,39.624,6,2421
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.48,2089,2.7,1,885,512,8,35.56,2,1752
Acer,Nitro 5,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.7,1260,2.8,1,270,1024,8,39.624,6,2367
HP,ENVY -,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.34,1189,2.5,1,885,256,8,33.782,1,1752
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows,2.18,547,2.4,1,885,128,4,39.624,1,1752
HP,Probook 440,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,1.64,779,2.5,0,885,500,4,35.56,1,1752
Toshiba,Portege Z30-C-16H,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.2,1195,2.3,1,921,128,4,33.782,1,1716
HP,EliteBook 840,Notebook,1366x768,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.48,1099.99,2.4,1,921,256,4,35.56,1,1716
HP,ProBook 640,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.95,1205,2.5,1,885,256,4,35.56,1,1752
HP,EliteBook 1040,Ultrabook,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.43,1449,2.6,1,921,256,8,35.56,2,1716
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 930MX,Windows,1.64,1049.26,2.5,1,707,256,8,35.56,1,1930
HP,Probook 440,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows,1.64,684,2.4,0,885,500,4,35.56,1,1752
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,2.65,949,2.5,0,270,1024,8,39.624,6,2367
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,1.26,1539,2.5,0,885,500,4,31.75,2,1752
HP,Elitebook 840,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.48,1590,2.5,1,885,256,4,35.56,1,1752
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.54,1887.21,2.5,1,921,256,8,35.56,2,1716
HP,Probook 430,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows,1.49,800,2.4,0,885,500,4,33.782,1,1752
Toshiba,Portege A30-C-1CZ,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.5,1210,2.3,1,921,256,8,33.782,1,1716
HP,ProBook 450,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows,2.04,769.99,2.4,1,885,256,4,39.624,1,1752
Lenovo,ThinkPad P70,Notebook,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,512GB SSD,Nvidia Quadro 3000M,Windows,2.4,2968,2.7,1,814,512,16,43.942,1,1823
Toshiba,Tecra Z40-C-12Z,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.47,1490,2.3,1,921,256,8,35.56,1,1716
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.43,2229,2.5,1,921,256,8,35.56,1,1716
Dell,Inspiron 5568,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,1TB HDD,Intel HD Graphics 520,Windows,2.08,795.99,2.3,0,921,1024,4,39.624,3,1716
Toshiba,Portégé Z30-C-16K,Ultrabook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.2,1590,2.3,1,921,256,8,33.782,2,1716
HP,Spectre 13-V100nv,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.11,1149,2.5,1,885,256,8,33.782,1,1752
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 930MX,Windows,1.64,1185.43,2.7,1,707,256,8,35.56,1,1930
Dell,Latitude E5570,Notebook,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,500GB HDD,Intel HD Graphics 520,Windows,2.09,1046.44,2.4,0,921,500,8,39.624,1,1716
HP,Elitebook 820,Ultrabook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.26,1559,2.5,1,885,256,4,31.75,2,1752
HP,ProBook 650,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2.31,1189,2.5,0,885,500,4,35.56,1,1752
HP,ProBook 640,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,1.95,1060,2.5,0,885,500,4,35.56,1,1752
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.29,1624,2.5,1,885,256,8,33.782,2,1752
HP,Probook 470,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 930MX,Windows,2.63,1080,2.5,1,707,256,8,43.942,1,1930
HP,ProBook 440,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.64,973,2.5,1,885,256,4,35.56,1,1752
Acer,Aspire 3,Notebook,1366x768,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5,Windows,2.1,409,3,0,832,1024,6,39.624,1,1805
MSI,GL72M 7RDX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.7,1191.8,2.8,1,270,1024,8,43.942,6,2367
HP,Probook 640,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.95,1195,2.3,1,921,256,8,35.56,1,1716
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.84,1228.99,2.5,1,921,256,8,39.624,1,1716
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,1349,2.5,1,921,256,8,31.75,2,1716
HP,ProBook 450,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2.04,742,2.5,0,885,500,4,39.624,1,1752
Toshiba,Tecra Z40-C-136,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.47,1725,2.6,1,921,256,8,35.56,2,1716
Dell,Latitude E5570,Notebook,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,2.09,1062.95,2.4,1,921,256,8,39.624,1,1716
HP,ProBook 440,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.64,1010.51,2.5,1,885,256,8,35.56,1,1752
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.8,847,2.5,1,921,256,4,39.624,3,1716
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,1366x768,Intel Atom X5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics 400,Windows,1.45,210.8,1.4,1,1487,32,2,35.56,1,1150
Toshiba,Tecra A50-C-218,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Nvidia GeForce 930M,Windows,2.4,1425,2.5,1,822,256,16,39.624,1,1815
Lenovo,Thinkpad L560,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,2.3,1049.6,2.3,1,921,256,8,39.624,1,1716
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,1.54,1000,2.3,0,921,500,4,35.56,1,1716
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows,1.84,2103.34,2.4,1,921,500,8,39.624,1,1716
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.43,1469,2.3,1,921,256,8,35.56,1,1716
MSI,GT72S Dominator,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,3.78,1545.64,2.7,1,105,1024,16,43.942,6,2532
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,4.6,2289.99,2.6,1,105,1024,16,43.942,6,2532
Asus,Chromebook C202SA,Netbook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,287.9,1.6,1,1487,16,4,29.464,4,1150
Lenovo,ThinkPad X1,Notebook,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.1,2620,2.6,1,921,256,16,35.56,1,1716
HP,Noteb Pav,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX,Windows,1.91,979,2.7,0,659,1024,8,39.624,1,1978
Dell,Inspiron 5578,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,2.3,1094,2.7,1,885,256,8,39.624,3,1752
HP,ProBook 450,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.04,979,2.5,1,885,256,4,39.624,1,1752
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,1TB SSD,Intel HD Graphics 620,Windows,1.2,2254,2.7,1,885,1024,16,33.782,2,1752
HP,ProBook 650,Notebook,1366x768,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.31,705.15,2.3,0,921,500,4,39.624,1,1716
HP,250 G5,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,No OS,1.96,499,2.5,0,885,500,4,39.624,1,1752
Acer,Aspire ES1-523,Notebook,1366x768,AMD A8-Series 7410 2.2GHz,1TB HDD,AMD Radeon R5,Windows,2.4,449,2.2,0,832,1024,8,39.624,1,1805
Dell,Inspiron 7378,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.6,1299,2.7,1,885,256,12,33.782,3,1752
MSI,GT62VR 6RD,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.94,1819,2.6,1,163,1024,16,39.624,6,2474
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,2.04,1070,2.7,1,885,256,8,39.624,1,1752
Asus,Rog G752VL-GC088D,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 965M,No OS,2.04,998,2.6,0,301,1024,16,43.942,6,2336
Dell,Inspiron 3567,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics,Windows,2.25,559,2.5,0,1487,1024,4,39.624,1,1150
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,2TB HDD,AMD Radeon R7 M445,Windows,2.32,989.99,2.7,0,888,2048,16,39.624,1,1749
MSI,GS63VR 6RF,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,1.8,1929,2.6,1,163,1024,16,39.624,6,2474
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.29,1458,2.7,1,885,256,8,33.782,2,1752
Asus,ROG G701VO,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,1TB SSD,Nvidia GeForce GTX 980,Windows,3.58,3975,2.7,1,105,1024,64,43.942,6,2532
Dell,Inspiron 5368,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.62,798.01,2.5,1,921,256,8,33.782,3,1716
Dell,Alienware 15,Gaming,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,3.21,1329,2.6,1,221,1024,16,39.624,6,2416
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,256GB Flash Storage,Intel HD Graphics 515,Mac OS,0.92,1300,1.1,1,1158,256,8,30.48,2,1479
Dell,Latitude 3570,Notebook,1366x768,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.06,481.98,2.3,0,921,500,4,39.624,1,1716
HP,ProBook 650,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.31,1199,2.3,0,921,500,4,39.624,1,1716
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,1199,2.3,1,921,256,8,31.75,2,1716
HP,ProBook 430,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.49,1090,2.7,1,885,256,8,33.782,1,1752
Lenovo,ThinkPad Yoga,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.3,1713.49,2.5,1,921,256,8,31.75,2,1716
Lenovo,IdeaPad 300-17ISK,Notebook,1600x900,Intel Core i5 6200U 2.3GHz,1TB HDD,AMD Radeon R5 M330,Windows,3,659,2.3,0,813,1024,8,43.942,1,1824
Lenovo,Ideapad 700-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,1TB HDD,Nvidia GeForce GTX 950M,Windows,2.3,977,2.3,0,784,1024,4,39.624,1,1853
MSI,GT72VR Dominator,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,3.78,2499,2.8,1,111,1024,16,43.942,6,2526
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.1,540,2.3,0,921,500,4,39.624,1,1716
HP,Probook 650,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.31,940,2.3,0,921,500,4,39.624,1,1716
Lenovo,Yoga 900S-12ISK,Ultrabook,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,512GB SSD,Intel HD Graphics 515,Windows,0.99,1399,1.2,1,1158,512,8,31.75,2,1479
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,512GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,4.6,3240,2.7,1,105,1024,32,43.942,6,2532
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400,Windows,0.69,646.27,1.4,1,1487,64,4,25.654,3,1150
HP,Spectre x360,Ultrabook,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.3,2049,2.7,1,885,512,16,33.782,2,1752
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.18,750,2.5,1,885,256,8,39.624,1,1752
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,1.54,1030.99,2.3,0,921,500,4,35.56,1,1716
HP,ZBook 15u,Workstation,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,AMD FirePro W4190M,Windows,1.9,1495,2.5,1,786,256,8,39.624,5,1851
Lenovo,ThinkPad T460,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,1GB SSD,Intel HD Graphics 520,Windows,1.7,1199,2.3,1,921,1,8,35.56,1,1716
HP,Chromebook 13,Notebook,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,615,1.5,1,1158,32,4,33.782,1,1479
Acer,Aspire ES1-523,Notebook,1366x768,AMD A8-Series 7410 2.2GHz,500GB HDD,AMD Radeon R5,Windows,2.4,387,2.2,0,832,500,4,39.624,1,1805
Dell,Inspiron 3552,Notebook,1366x768,Intel Pentium Quad Core N3700 1.6GHz,500GB HDD,Intel HD Graphics,Linux,2.2,393.49,1.6,0,1487,500,4,39.624,1,1150
HP,250 G6,Notebook,1366x768,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520,No OS,1.86,345.99,2,0,921,1024,4,39.624,1,1716
Asus,Rog GL702VM-GC354T,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.7,1599,2.8,1,163,1024,8,43.942,6,2474
Dell,Inspiron 5370,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530,Windows,1.4,818.35,1.6,1,870,256,4,33.782,2,1767
HP,Elitebook 820,Netbook,1366x768,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,2.4,1599,2.3,1,921,128,4,31.75,4,1716
Acer,Aspire F5-573G,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,2.4,799,2.5,1,784,1024,8,39.624,1,1853
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445,Windows,2.36,638.8,2.5,0,888,1024,8,39.624,1,1749
MSI,GS70 Stealth,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD,Nvidia GeForce GTX 965M,Windows,2.6,1599,2.6,1,301,256,8,43.942,6,2336
HP,250 G5,Notebook,1366x768,Intel Pentium Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405,Windows,1.96,500,1.6,0,1164,1024,4,39.624,1,1473
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,4.3,2299,2.6,1,105,1024,16,43.942,6,2532
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,1.5,1135.15,2.3,0,921,500,4,31.75,2,1716
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i3 6100U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.5,1166.97,2.3,1,921,128,4,31.75,2,1716
Acer,Chromebook 15,Notebook,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,16GB SSD,Intel HD Graphics,Chrome OS,2.2,209,1.5,1,1487,16,4,39.624,1,1150
HP,ZBook 17,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,1TB HDD,AMD FirePro W6150M,Windows,3,2899,2.6,0,657,1024,8,43.942,5,1980
Lenovo,Legion Y520-15IKBN,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.4,1199,2.8,1,216,512,16,39.624,6,2421
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.5,1413.1,2.3,1,921,256,8,31.75,2,1716
MSI,GE72 Apache,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2.9,1511.19,2.6,1,330,1024,8,43.942,6,2307
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,2.1,867,2.3,1,921,256,4,39.624,3,1716
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,1TB HDD,AMD Radeon R4,Windows,2.1,398,2.5,0,1454,1024,4,39.624,1,1183
